DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
4/7/2003,1.7829,8.2772
4/8/2003,1.7838,8.2773
4/9/2003,1.7817,8.2774
4/10/2003,1.7755,8.2773
4/11/2003,1.7807,8.2772
4/14/2003,1.7811,8.2774
4/15/2003,1.7815,8.2773
4/16/2003,1.776,8.2773
4/17/2003,1.767,8.2771
4/18/2003,1.7675,8.277
4/21/2003,1.772,8.2769
4/22/2003,1.7768,8.277
4/23/2003,1.779,8.2772
4/24/2003,1.7785,8.2772
4/25/2003,1.7837,8.277
4/28/2003,1.7779,8.277
4/29/2003,1.7779,8.277
4/30/2003,1.7745,8.2771
5/1/2003,1.7696,8.2771
5/2/2003,1.7727,8.2771
5/5/2003,1.7591,8.2771
5/6/2003,1.743,8.277
5/7/2003,1.739,8.2769
5/8/2003,1.7415,8.2768
5/9/2003,1.7405,8.2768
5/12/2003,1.7331,8.277
5/13/2003,1.734,8.277
5/14/2003,1.7295,8.2769
5/15/2003,1.7175,8.2768
5/16/2003,1.7255,8.277
5/19/2003,1.7262,8.2768
5/20/2003,1.7243,8.2768
5/21/2003,1.7245,8.2769
5/22/2003,1.7228,8.2768
5/23/2003,1.7233,8.2769
5/26/2003,ND,ND
5/27/2003,1.722,8.2768
5/28/2003,1.7358,8.277
5/29/2003,1.731,8.277
5/30/2003,1.735,8.2768
6/2/2003,1.7288,8.2768
6/3/2003,1.7282,8.2769
6/4/2003,1.7245,8.277
6/5/2003,1.7175,8.277
6/6/2003,1.729,8.277
6/9/2003,1.7249,8.2773
6/10/2003,1.73,8.2768
6/11/2003,1.7341,8.277
6/12/2003,1.7397,8.2772
6/13/2003,1.7324,8.2768
6/16/2003,1.7286,8.2769
6/17/2003,1.7274,8.2768
6/18/2003,1.732,8.2768
6/19/2003,1.7325,8.277
6/20/2003,1.735,8.2772
6/23/2003,1.7395,8.2773
6/24/2003,1.7412,8.2774
6/25/2003,1.738,8.2775
6/26/2003,1.7557,8.2775
6/27/2003,1.757,8.2774
6/30/2003,1.7608,8.2776
7/1/2003,1.7562,8.2775
7/2/2003,1.751,8.2775
7/3/2003,1.752,8.2776
7/4/2003,ND,ND
7/7/2003,1.7584,8.2773
7/8/2003,1.7591,8.2774
7/9/2003,1.7447,8.2776
7/10/2003,1.7524,8.2774
7/11/2003,1.7554,8.2772
7/14/2003,1.756,8.2771
7/15/2003,1.7553,8.2772
7/16/2003,1.7575,8.277
7/17/2003,1.7622,8.2771
7/18/2003,1.7612,8.277
7/21/2003,1.757,8.2768
7/22/2003,1.758,8.277
7/23/2003,1.7528,8.2771
7/24/2003,1.751,8.2772
7/25/2003,1.747,8.2776
7/28/2003,1.7511,8.2775
7/29/2003,1.7555,8.2776
7/30/2003,1.758,8.2773
7/31/2003,1.7595,8.2774
8/1/2003,1.7605,8.2772
8/4/2003,1.7613,8.2775
8/5/2003,1.7648,8.2775
8/6/2003,1.763,8.2773
8/7/2003,1.7553,8.2774
8/8/2003,1.7575,8.2772
8/11/2003,1.7535,8.2773
8/12/2003,1.7555,8.277
8/13/2003,1.7543,8.2771
8/14/2003,1.7495,8.277
8/15/2003,1.7497,8.2768
8/18/2003,1.7525,8.2768
8/19/2003,1.752,8.2767
8/20/2003,1.7444,8.2768
8/21/2003,1.7385,8.2766
8/22/2003,1.7437,8.2766
8/25/2003,1.7455,8.2768
8/26/2003,1.7554,8.2768
8/27/2003,1.7522,8.277
8/28/2003,1.7557,8.2772
8/29/2003,1.7535,8.2772
9/1/2003,ND,ND
9/2/2003,1.755,8.2771
9/3/2003,1.7576,8.2768
9/4/2003,1.7573,8.277
9/5/2003,1.7575,8.277
9/8/2003,1.7585,8.277
9/9/2003,1.7562,8.277
9/10/2003,1.7547,8.277
9/11/2003,1.751,8.2772
9/12/2003,1.752,8.2772
9/15/2003,1.756,8.2774
9/16/2003,1.7518,8.2774
9/17/2003,1.7533,8.2775
9/18/2003,1.7488,8.2775
9/19/2003,1.745,8.2773
9/22/2003,1.7302,8.2773
9/23/2003,1.7319,8.2773
9/24/2003,1.7355,8.277
9/25/2003,1.7348,8.2771
9/26/2003,1.7295,8.2773
9/29/2003,1.7305,8.277
9/30/2003,1.7305,8.2771
10/1/2003,1.728,8.2771
10/2/2003,1.7263,8.2771
10/3/2003,1.727,8.277
10/6/2003,1.7248,8.277
10/7/2003,1.7214,8.277
10/8/2003,1.7238,8.277
10/9/2003,1.7234,8.277
10/10/2003,1.722,8.277
10/13/2003,ND,ND
10/14/2003,1.7384,8.2767
10/15/2003,1.7407,8.2767
10/16/2003,1.7365,8.2776
10/17/2003,1.7391,8.2766
10/20/2003,1.7442,8.2766
10/21/2003,1.7435,8.2765
10/22/2003,1.7363,8.2766
10/23/2003,1.7444,8.2766
10/24/2003,1.7415,8.2768
10/27/2003,1.743,8.2767
10/28/2003,1.7455,8.2766
10/29/2003,1.7362,8.2766
10/30/2003,1.7337,8.2767
10/31/2003,1.74,8.2766
11/3/2003,1.7457,8.2766
11/4/2003,1.744,8.2767
11/5/2003,1.7415,8.2767
11/6/2003,1.7401,8.2769
11/7/2003,1.7395,8.277
11/10/2003,1.7335,8.277
11/11/2003,ND,ND
11/12/2003,1.729,8.277
11/13/2003,1.725,8.277
11/14/2003,1.721,8.277
11/17/2003,1.727,8.2769
11/18/2003,1.719,8.2767
11/19/2003,1.7132,8.2767
11/20/2003,1.7183,8.2769
11/21/2003,1.72,8.277
11/24/2003,1.722,8.2771
11/25/2003,1.7215,8.277
11/26/2003,1.723,8.2772
11/27/2003,ND,ND
11/28/2003,1.724,8.277
12/1/2003,1.7243,8.2772
12/2/2003,1.7205,8.2772
12/3/2003,1.7188,8.2771
12/4/2003,1.715,8.277
12/5/2003,1.7145,8.2769
12/8/2003,1.7122,8.2771
12/9/2003,1.7135,8.2771
12/10/2003,1.715,8.277
12/11/2003,1.7164,8.2771
12/12/2003,1.71,8.2771
12/15/2003,1.71,8.2772
12/16/2003,1.7059,8.2771
12/17/2003,1.709,8.2769
12/18/2003,1.7084,8.2765
12/19/2003,1.7095,8.277
12/22/2003,1.7096,8.2769
12/23/2003,1.7078,8.2769
12/24/2003,1.706,8.277
12/25/2003,ND,ND
12/26/2003,1.7045,8.2768
12/29/2003,1.7024,8.2769
12/30/2003,1.7034,8.2767
12/31/2003,1.699,8.2767
1/1/2004,ND,ND
1/2/2004,1.7022,8.2769
1/5/2004,1.698,8.277
1/6/2004,1.6985,8.2771
1/7/2004,1.6968,8.2772
1/8/2004,1.6942,8.2772
1/9/2004,1.6925,8.277
1/12/2004,1.6916,8.277
1/13/2004,1.6942,8.2768
1/14/2004,1.6945,8.2768
1/15/2004,1.6953,8.2767
1/16/2004,1.702,8.2767
1/19/2004,ND,ND
1/20/2004,1.707,8.277
1/21/2004,1.6984,8.2771
1/22/2004,1.692,8.2771
1/23/2004,1.6957,8.2771
1/26/2004,1.6943,8.2771
1/27/2004,1.695,8.2771
1/28/2004,1.6914,8.2771
1/29/2004,1.7035,8.277
1/30/2004,1.6936,8.2768
2/2/2004,1.6942,8.277
2/3/2004,1.6922,8.2772
2/4/2004,1.6947,8.2772
2/5/2004,1.6914,8.2773
2/6/2004,1.6852,8.2773
2/9/2004,1.683,8.2773
2/10/2004,1.6758,8.2772
2/11/2004,1.6708,8.2771
2/12/2004,1.6749,8.2772
2/13/2004,1.676,8.277
2/16/2004,ND,ND
2/17/2004,1.6744,8.277
2/18/2004,1.6775,8.277
2/19/2004,1.6843,8.2771
2/20/2004,1.6936,8.2772
2/23/2004,1.6942,8.2772
2/24/2004,1.6898,8.2771
2/25/2004,1.693,8.277
2/26/2004,1.7028,8.2771
2/27/2004,1.703,8.2769
3/1/2004,1.7048,8.2768
3/2/2004,1.7087,8.2768
3/3/2004,1.7135,8.2768
3/4/2004,1.7158,8.277
3/5/2004,1.7112,8.2773
3/8/2004,1.7088,8.2767
3/9/2004,1.705,8.2767
3/10/2004,1.7145,8.2767
3/11/2004,1.7125,8.2772
3/12/2004,1.7118,8.2771
3/15/2004,1.708,8.2773
3/16/2004,1.701,8.2773
3/17/2004,1.6997,8.2774
3/18/2004,1.6883,8.2768
3/19/2004,1.6946,8.2772
3/22/2004,1.6888,8.2773
3/23/2004,1.6873,8.2774
3/24/2004,1.6887,8.2772
3/25/2004,1.6898,8.2771
3/26/2004,1.691,8.277
3/29/2004,1.689,8.2771
3/30/2004,1.6836,8.2771
3/31/2004,1.675,8.277
4/1/2004,1.672,8.2769
4/2/2004,1.675,8.2769
4/5/2004,1.6815,8.2769
4/6/2004,1.683,8.2769
4/7/2004,1.674,8.2769
4/8/2004,1.678,8.2769
4/9/2004,1.678,8.2769
4/12/2004,1.6675,8.277
4/13/2004,1.6713,8.2769
4/14/2004,1.6805,8.2772
4/15/2004,1.53153,7.532161
4/16/2004,1.6762,8.2769
4/19/2004,1.6813,8.2768
4/20/2004,1.68,8.2768
4/21/2004,1.692,8.2769
4/22/2004,1.7,8.277
4/23/2004,1.697,8.2769
4/26/2004,1.6965,8.2768
4/27/2004,1.6965,8.2768
4/28/2004,1.6973,8.2768
4/29/2004,1.7049,8.2769
4/30/2004,1.7017,8.2771
5/3/2004,1.7028,8.2771
5/4/2004,1.6962,8.2771
5/5/2004,1.6853,8.2771
5/6/2004,1.6895,8.2771
5/7/2004,1.7024,8.2771
5/10/2004,1.7268,8.2769
5/11/2004,1.7256,8.2773
5/12/2004,1.722,8.2773
5/13/2004,1.7257,8.2772
5/14/2004,1.7275,8.2772
5/17/2004,1.728,8.2772
5/18/2004,1.726,8.2771
5/19/2004,1.7137,8.2769
5/20/2004,1.7207,8.2771
5/21/2004,1.715,8.2771
5/24/2004,1.7155,8.2771
5/25/2004,1.7155,8.2769
5/26/2004,1.7125,8.2769
5/27/2004,1.6998,8.2768
5/28/2004,1.6984,8.2769
5/31/2004,ND,ND
6/1/2004,1.7032,8.2767
6/2/2004,1.705,8.2767
6/3/2004,1.712,8.2768
6/4/2004,1.7105,8.2767
6/7/2004,1.7035,8.2767
6/8/2004,1.7075,8.2767
6/9/2004,1.7115,8.2767
6/10/2004,1.7127,8.2768
6/11/2004,1.7167,8.2767
6/14/2004,1.721,8.2766
6/15/2004,1.7138,8.2766
6/16/2004,1.7196,8.2766
6/17/2004,1.7183,8.2766
6/18/2004,1.7167,8.2766
6/21/2004,1.7203,8.2766
6/22/2004,1.7193,8.2766
6/23/2004,1.721,8.2767
6/24/2004,1.7097,8.2766
6/25/2004,1.7086,8.2767
6/28/2004,1.7095,8.2766
6/29/2004,1.7157,8.2766
6/30/2004,1.723,8.2766
7/1/2004,1.7155,8.2767
7/2/2004,1.7123,8.2766
7/5/2004,ND,ND
7/6/2004,1.7162,8.2768
7/7/2004,1.7065,8.2768
7/8/2004,1.7075,8.2769
7/9/2004,1.701,8.2769
7/12/2004,1.6957,8.2768
7/13/2004,1.7038,8.2768
7/14/2004,1.7031,8.2767
7/15/2004,1.7058,8.2767
7/16/2004,1.701,8.2766
7/19/2004,1.6997,8.2766
7/20/2004,1.7039,8.2767
7/21/2004,1.716,8.2766
7/22/2004,1.7169,8.2766
7/23/2004,1.7259,8.2766
7/26/2004,1.7222,8.2767
7/27/2004,1.7255,8.2767
7/28/2004,1.7291,8.2768
7/29/2004,1.726,8.2769
7/30/2004,1.7197,8.2769
8/2/2004,1.7167,8.277
8/3/2004,1.7185,8.277
8/4/2004,1.7235,8.277
8/5/2004,1.7228,8.2769
8/6/2004,1.716,8.2769
8/9/2004,1.7167,8.2769
8/10/2004,1.7125,8.277
8/11/2004,1.7125,8.2769
8/12/2004,1.7162,8.2769
8/13/2004,1.715,8.2768
8/16/2004,1.7153,8.2768
8/17/2004,1.7129,8.2767
8/18/2004,1.7146,8.2767
8/19/2004,1.7087,8.2768
8/20/2004,1.7083,8.2767
8/23/2004,1.7092,8.2767
8/24/2004,1.7127,8.2767
8/25/2004,1.7135,8.2766
8/26/2004,1.715,8.2766
8/27/2004,1.7128,8.2767
8/30/2004,1.7155,8.2767
8/31/2004,1.711,8.2766
9/1/2004,1.7065,8.2766
9/2/2004,1.7025,8.2767
9/3/2004,1.7057,8.2767
9/6/2004,ND,ND
9/7/2004,1.6992,8.2767
9/8/2004,1.6963,8.2767
9/9/2004,1.6993,8.2768
9/10/2004,1.6965,8.2766
9/13/2004,1.6975,8.2766
9/14/2004,1.6894,8.2767
9/15/2004,1.692,8.2768
9/16/2004,1.6899,8.2766
9/17/2004,1.6923,8.2767
9/20/2004,1.6899,8.2767
9/21/2004,1.69,8.2766
9/22/2004,1.6943,8.2766
9/23/2004,1.6942,8.2766
9/24/2004,1.6908,8.2766
9/27/2004,1.6928,8.2766
9/28/2004,1.6965,8.2766
9/29/2004,1.6911,8.2766
9/30/2004,1.6847,8.2766
10/1/2004,1.6813,8.2766
10/4/2004,1.688,8.2766
10/5/2004,1.6871,8.2766
10/6/2004,1.6915,8.2766
10/7/2004,1.6893,8.2766
10/8/2004,1.681,8.2768
10/11/2004,ND,ND
10/12/2004,1.686,8.2765
10/13/2004,1.6858,8.2765
10/14/2004,1.6828,8.2765
10/15/2004,1.678,8.2765
10/18/2004,1.6774,8.2765
10/19/2004,1.6735,8.2765
10/20/2004,1.6724,8.2765
10/21/2004,1.6736,8.2765
10/22/2004,1.6674,8.2765
10/25/2004,1.6633,8.2765
10/26/2004,1.6628,8.2765
10/27/2004,1.6657,8.2765
10/28/2004,1.6636,8.2765
10/29/2004,1.6635,8.2766
11/1/2004,1.6675,8.2765
11/2/2004,1.6675,8.2764
11/3/2004,1.6656,8.2765
11/4/2004,1.6537,8.2765
11/5/2004,1.6534,8.2764
11/8/2004,1.6506,8.2765
11/9/2004,1.6528,8.2764
11/10/2004,1.6569,8.2765
11/11/2004,ND,ND
11/12/2004,1.6514,8.2765
11/15/2004,1.6519,8.2765
11/16/2004,1.6505,8.2765
11/17/2004,1.6465,8.2765
11/18/2004,1.6538,8.2765
11/19/2004,1.6457,8.2765
11/22/2004,1.6455,8.2765
11/23/2004,1.6421,8.2765
11/24/2004,1.6416,8.2765
11/25/2004,ND,ND
11/26/2004,1.638,8.2765
11/29/2004,1.6367,8.2765
11/30/2004,1.6386,8.2765
12/1/2004,1.6308,8.2765
12/2/2004,1.641,8.2765
12/3/2004,1.6348,8.2765
12/6/2004,1.6341,8.2765
12/7/2004,1.6338,8.2765
12/8/2004,1.6483,8.2765
12/9/2004,1.6495,8.2765
12/10/2004,1.6531,8.2765
12/13/2004,1.646,8.2767
12/14/2004,1.6495,8.2765
12/15/2004,1.6378,8.2765
12/16/2004,1.6427,8.2765
12/17/2004,1.6444,8.2765
12/20/2004,1.6404,8.2765
12/21/2004,1.6398,8.2765
12/22/2004,1.6397,8.2765
12/23/2004,1.6375,8.2765
12/24/2004,1.6392,8.2765
12/27/2004,1.6383,8.2765
12/28/2004,1.6348,8.2765
12/29/2004,1.6412,8.2765
12/30/2004,1.6369,8.2765
12/31/2004,1.6319,8.2765
1/3/2005,1.639,8.2765
1/4/2005,1.6459,8.2765
1/5/2005,1.6448,8.2765
1/6/2005,1.6496,8.2765
1/7/2005,1.6481,8.2765
1/10/2005,1.644,8.2765
1/11/2005,1.6363,8.2765
1/12/2005,1.6313,8.2765
1/13/2005,1.631,8.2765
1/14/2005,1.6374,8.2765
1/17/2005,ND,ND
1/18/2005,1.6347,8.2765
1/19/2005,1.6303,8.2765
1/20/2005,1.6392,8.2765
1/21/2005,1.635,8.2765
1/24/2005,1.6331,8.2765
1/25/2005,1.6404,8.2765
1/26/2005,1.6303,8.2765
1/27/2005,1.6333,8.2765
1/28/2005,1.6341,8.2765
1/31/2005,1.6362,8.2765
2/1/2005,1.6417,8.2765
2/2/2005,1.6373,8.2765
2/3/2005,1.6387,8.2765
2/4/2005,1.633,8.2765
2/7/2005,1.6408,8.2765
2/8/2005,1.648,8.2765
2/9/2005,1.6491,8.2765
2/10/2005,1.6518,8.2765
2/11/2005,1.6483,8.2765
2/14/2005,1.6383,8.2765
2/15/2005,1.6382,8.2765
2/16/2005,1.6417,8.2765
2/17/2005,1.6397,8.2765
2/18/2005,1.6383,8.2765
2/21/2005,ND,ND
2/22/2005,1.6266,8.2765
2/23/2005,1.6274,8.2765
2/24/2005,1.63,8.2765
2/25/2005,1.6317,8.2765
2/28/2005,1.624,8.2765
3/1/2005,1.6221,8.2765
3/2/2005,1.6255,8.2765
3/3/2005,1.6268,8.2765
3/4/2005,1.625,8.2765
3/7/2005,1.6246,8.2765
3/8/2005,1.6203,8.2765
3/9/2005,1.618,8.2765
3/10/2005,1.6187,8.2765
3/11/2005,1.6184,8.2765
3/14/2005,1.6233,8.2765
3/15/2005,1.6233,8.2765
3/16/2005,1.6196,8.2765
3/17/2005,1.623,8.2765
3/18/2005,1.6248,8.2765
3/21/2005,1.6293,8.2765
3/22/2005,1.6348,8.2765
3/23/2005,1.6395,8.2765
3/24/2005,1.6442,8.2765
3/25/2005,1.6427,8.2765
3/28/2005,1.651,8.2765
3/29/2005,1.6512,8.2765
3/30/2005,1.6504,8.2765
3/31/2005,1.6508,8.2765
4/1/2005,1.6588,8.2765
4/4/2005,1.6663,8.2765
4/5/2005,1.6615,8.2765
4/6/2005,1.66,8.2765
4/7/2005,1.6568,8.2765
4/8/2005,1.6542,8.2765
4/11/2005,1.649,8.2765
4/12/2005,1.6498,8.2765
4/13/2005,1.644,8.2765
4/14/2005,1.6558,8.2765
4/15/2005,1.6554,8.2765
4/18/2005,1.6545,8.2765
4/19/2005,1.6499,8.2765
4/20/2005,1.646,8.2765
4/21/2005,1.647,8.2765
4/22/2005,1.6455,8.2765
4/25/2005,1.6458,8.2765
4/26/2005,1.6477,8.2765
4/27/2005,1.6465,8.2765
4/28/2005,1.6448,8.2765
4/29/2005,1.6337,8.2765
5/2/2005,1.6374,8.2765
5/3/2005,1.6385,8.2765
5/4/2005,1.6365,8.2765
5/5/2005,1.6364,8.2765
5/6/2005,1.6412,8.2765
5/9/2005,1.6443,8.2765
5/10/2005,1.6436,8.2765
5/11/2005,1.6441,8.2765
5/12/2005,1.654,8.2765
5/13/2005,1.6575,8.2765
5/16/2005,1.6565,8.2765
5/17/2005,1.6537,8.2765
5/18/2005,1.6512,8.2765
5/19/2005,1.6554,8.2765
5/20/2005,1.6635,8.2765
5/23/2005,1.6595,8.2765
5/24/2005,1.654,8.2765
5/25/2005,1.6568,8.2765
5/26/2005,1.659,8.2765
5/27/2005,1.6591,8.2765
5/30/2005,ND,ND
5/31/2005,1.663,8.2765
6/1/2005,1.6742,8.2765
6/2/2005,1.6713,8.2765
6/3/2005,1.668,8.2765
6/6/2005,1.6624,8.2765
6/7/2005,1.6612,8.2765
6/8/2005,1.6584,8.2765
6/9/2005,1.6636,8.2765
6/10/2005,1.6693,8.2765
6/13/2005,1.6793,8.2765
6/14/2005,1.6758,8.2765
6/15/2005,1.6736,8.2765
6/16/2005,1.6748,8.2765
6/17/2005,1.67,8.2765
6/20/2005,1.6745,8.2765
6/21/2005,1.6698,8.2765
6/22/2005,1.6723,8.2765
6/23/2005,1.6704,8.2765
6/24/2005,1.6733,8.2765
6/27/2005,1.6756,8.2765
6/28/2005,1.6822,8.2765
6/29/2005,1.6846,8.2765
6/30/2005,1.6868,8.2765
7/1/2005,1.6914,8.2765
7/4/2005,ND,ND
7/5/2005,1.6946,8.2765
7/6/2005,1.6968,8.2765
7/7/2005,1.6985,8.2765
7/8/2005,1.7015,8.2765
7/11/2005,1.6949,8.2765
7/12/2005,1.686,8.2765
7/13/2005,1.6924,8.2765
7/14/2005,1.689,8.2765
7/15/2005,1.6875,8.2765
7/18/2005,1.6848,8.2765
7/19/2005,1.691,8.2765
7/20/2005,1.689,8.2765
7/21/2005,1.6535,8.2765
7/22/2005,1.6584,8.1111
7/25/2005,1.6618,8.1097
7/26/2005,1.6682,8.1099
7/27/2005,1.6642,8.1128
7/28/2005,1.6651,8.108
7/29/2005,1.661,8.1056
8/1/2005,1.6602,8.1046
8/2/2005,1.6545,8.1032
8/3/2005,1.6511,8.1051
8/4/2005,1.652,8.1027
8/5/2005,1.6542,8.1037
8/8/2005,1.6532,8.109
8/9/2005,1.6538,8.107
8/10/2005,1.6462,8.1062
8/11/2005,1.6479,8.1002
8/12/2005,1.651,8.098
8/15/2005,1.66,8.0971
8/16/2005,1.6562,8.1002
8/17/2005,1.6575,8.0997
8/18/2005,1.6654,8.1007
8/19/2005,1.6712,8.1047
8/22/2005,1.6672,8.1056
8/23/2005,1.668,8.1012
8/24/2005,1.6697,8.1005
8/25/2005,1.6708,8.1002
8/26/2005,1.6732,8.0965
8/29/2005,1.6806,8.0954
8/30/2005,1.686,8.0973
8/31/2005,1.683,8.0998
9/1/2005,1.6771,8.0949
9/2/2005,1.6747,8.0935
9/5/2005,ND,8.092
9/6/2005,1.6758,8.0913
9/7/2005,1.6781,8.0925
9/8/2005,1.6778,8.0945
9/9/2005,1.6738,8.0956
9/12/2005,1.6771,8.0924
9/13/2005,1.6827,8.094
9/14/2005,1.6787,8.0912
9/15/2005,1.679,8.089
9/16/2005,1.682,8.0871
9/19/2005,1.6828,8.0908
9/20/2005,1.6815,8.089
9/21/2005,1.6794,8.0911
9/22/2005,1.681,8.0881
9/23/2005,1.6846,8.091
9/26/2005,1.6893,8.0929
9/27/2005,1.6935,8.092
9/28/2005,1.693,8.0939
9/29/2005,1.6908,8.093
9/30/2005,1.6899,8.092
10/3/2005,1.6952,8.092
10/4/2005,1.6942,8.092
10/5/2005,1.6915,8.092
10/6/2005,1.6825,8.092
10/7/2005,1.6842,8.092
10/10/2005,ND,ND
10/11/2005,1.6902,8.0879
10/12/2005,1.691,8.0895
10/13/2005,1.6945,8.0885
10/14/2005,1.6881,8.0896
10/17/2005,1.6918,8.0877
10/18/2005,1.6942,8.091
10/19/2005,1.6946,8.0924
10/20/2005,1.6937,8.0905
10/21/2005,1.6959,8.0905
10/24/2005,1.6935,8.0916
10/25/2005,1.6887,8.0901
10/26/2005,1.6927,8.0867
10/27/2005,1.6865,8.0862
10/28/2005,1.6924,8.084
10/31/2005,1.6955,8.0845
11/1/2005,1.6951,8.086
11/2/2005,1.6943,8.0851
11/3/2005,1.6968,8.0841
11/4/2005,1.7,8.0856
11/7/2005,1.6996,8.0877
11/8/2005,1.7012,8.0867
11/9/2005,1.702,8.0857
11/10/2005,1.7024,8.0847
11/11/2005,ND,ND
11/14/2005,1.7058,8.0856
11/15/2005,1.702,8.0845
11/16/2005,1.7026,8.0835
11/17/2005,1.7002,8.0845
11/18/2005,1.6995,8.0832
11/21/2005,1.699,8.0833
11/22/2005,1.6997,8.0839
11/23/2005,1.692,8.0816
11/24/2005,ND,ND
11/25/2005,1.6937,8.0815
11/28/2005,1.6933,8.0825
11/29/2005,1.6927,8.0796
11/30/2005,1.6908,8.0804
12/1/2005,1.6906,8.0798
12/2/2005,1.688,8.0806
12/5/2005,1.6866,8.0808
12/6/2005,1.6853,8.078
12/7/2005,1.686,8.0771
12/8/2005,1.683,8.078
12/9/2005,1.682,8.0765
12/12/2005,1.68,8.077
12/13/2005,1.6741,8.0751
12/14/2005,1.6691,8.0726
12/15/2005,1.6679,8.074
12/16/2005,1.6665,8.0735
12/19/2005,1.6621,8.073
12/20/2005,1.6654,8.074
12/21/2005,1.6676,8.0765
12/22/2005,1.6693,8.0775
12/23/2005,1.6656,8.0762
12/26/2005,ND,ND
12/27/2005,1.667,8.0724
12/28/2005,1.6655,8.0725
12/29/2005,1.6646,8.0709
12/30/2005,1.6628,8.0702
1/2/2006,ND,ND
1/3/2006,1.6521,8.0702
1/4/2006,1.645,8.0702
1/5/2006,1.6466,8.0678
1/6/2006,1.6384,8.0663
1/9/2006,1.6362,8.0665
1/10/2006,1.6343,8.061
1/11/2006,1.628,8.0682
1/12/2006,1.6261,8.0685
1/13/2006,1.6285,8.0698
1/16/2006,ND,ND
1/17/2006,1.6355,8.0676
1/18/2006,1.6298,8.0685
1/19/2006,1.6296,8.0687
1/20/2006,1.627,8.0596
1/23/2006,1.6208,8.0645
1/24/2006,1.6217,8.0625
1/25/2006,1.6206,8.063
1/26/2006,1.624,8.062
1/27/2006,1.625,8.0608
1/30/2006,1.6296,8.0608
1/31/2006,1.6219,8.0608
2/1/2006,1.6285,8.0616
2/2/2006,1.6325,8.0616
2/3/2006,1.635,8.0616
2/6/2006,1.6278,8.056
2/7/2006,1.628,8.0566
2/8/2006,1.633,8.0545
2/9/2006,1.6285,8.0558
2/10/2006,1.6247,8.0516
2/13/2006,1.6282,8.0472
2/14/2006,1.6276,8.0477
2/15/2006,1.6283,8.0481
2/16/2006,1.6353,8.0494
2/17/2006,1.6333,8.0493
2/20/2006,ND,ND
2/21/2006,1.6302,8.0485
2/22/2006,1.6312,8.0497
2/23/2006,1.6247,8.0477
2/24/2006,1.6235,8.0432
2/27/2006,1.6217,8.042
2/28/2006,1.6211,8.0415
3/1/2006,1.6186,8.039
3/2/2006,1.6145,8.0394
3/3/2006,1.6206,8.038
3/6/2006,1.6282,8.0382
3/7/2006,1.6318,8.0425
3/8/2006,1.631,8.0476
3/9/2006,1.6293,8.048
3/10/2006,1.6278,8.0492
3/13/2006,1.6267,8.0505
3/14/2006,1.6215,8.0473
3/15/2006,1.6188,8.0374
3/16/2006,1.6178,8.0385
3/17/2006,1.617,8.0286
3/20/2006,1.6143,8.025
3/21/2006,1.6196,8.0272
3/22/2006,1.6158,8.0306
3/23/2006,1.6188,8.0274
3/24/2006,1.6195,8.0338
3/27/2006,1.6191,8.0245
3/28/2006,1.6194,8.0212
3/29/2006,1.621,8.028
3/30/2006,1.6177,8.027
3/31/2006,1.6157,8.0167
4/3/2006,1.6156,8.021
4/4/2006,1.6091,8.0194
4/5/2006,1.6071,8.0116
4/6/2006,1.6074,8.0098
4/7/2006,1.606,8.013
4/10/2006,1.6078,8.004
4/11/2006,1.6151,8.0045
4/12/2006,1.6121,8.0115
4/13/2006,1.608,8.0248
4/14/2006,1.608,8.0175
4/17/2006,1.6016,8.0158
4/18/2006,1.6008,8.014
4/19/2006,1.5974,8.0128
4/20/2006,1.598,8.011
4/21/2006,1.596,8.0165
4/24/2006,1.5865,8.0163
4/25/2006,1.5885,8.01
4/26/2006,1.5869,8.0163
4/27/2006,1.5835,8.0205
4/28/2006,1.5809,8.0165
5/1/2006,1.5787,8.0165
5/2/2006,1.578,8.0165
5/3/2006,1.572,8.01
5/4/2006,1.5764,8.0114
5/5/2006,1.571,8.0114
5/8/2006,1.5674,8.007
5/9/2006,1.5673,8.0042
5/10/2006,1.5632,8.0032
5/11/2006,1.563,8.0038
5/12/2006,1.5686,8.0056
5/15/2006,1.5825,8.003
5/16/2006,1.5772,8.0005
5/17/2006,1.5753,8.002
5/18/2006,1.5783,8.0095
5/19/2006,1.5818,8.0175
5/22/2006,1.584,8.0255
5/23/2006,1.577,8.0235
5/24/2006,1.5898,8.0175
5/25/2006,1.577,8.0235
5/26/2006,1.582,8.0245
5/29/2006,ND,ND
5/30/2006,1.5753,8.03
5/31/2006,1.5759,8.0215
6/1/2006,1.5815,8.0184
6/2/2006,1.5732,8.0225
6/5/2006,1.574,8.0057
6/6/2006,1.5824,8.012
6/7/2006,1.5838,8.0171
6/8/2006,1.5977,8.0084
6/9/2006,1.5933,8.011
6/12/2006,1.5945,8.015
6/13/2006,1.5975,8.0034
6/14/2006,1.5937,7.9985
6/15/2006,1.5917,7.999
6/16/2006,1.5934,7.9995
6/19/2006,1.5975,8.0035
6/20/2006,1.5943,8.0009
6/21/2006,1.5908,7.9969
6/22/2006,1.5962,7.9963
6/23/2006,1.5979,7.9997
6/26/2006,1.601,7.9995
6/27/2006,1.5956,7.998
6/28/2006,1.5986,7.997
6/29/2006,1.5955,7.9955
6/30/2006,1.583,7.9943
